"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1.2","phd","1_des.0","1_des.belief","1_des.conf_1","2_des.0","2_des.belief","2_des.conf_1","3_des.0","3_des.belief","3_des.conf_1","4_des.0","4_des.belief","4_des.conf_1","5_des.0","5_des.belief","5_des.conf_1","6_des.0","6_des.belief","6_des.conf_1","7_des.0","7_des.belief","7_des.conf_1","8_des.0","8_des.belief","8_des.conf_1","9_des.0","9_des.belief","9_des.conf_1","10_des.0","10_des.belief","10_des.conf_1","11_des.0","11_des.belief","11_des.conf_1","12_des.0","12_des.belief","12_des.conf_1","13_des.0","13_des.belief","13_des.conf_1","14_des.0","14_des.belief","14_des.conf_1","15_des.0","15_des.belief","15_des.conf_1","16_des.0","16_des.belief","16_des.conf_1","17_des.0","17_des.belief","17_des.conf_1","18_des.0","18_des.belief","18_des.conf_1","19_des.0","19_des.belief","19_des.conf_1","20_des.0","20_des.belief","20_des.conf_1","21_des.0","21_des.belief","21_des.conf_1","22_des.0","22_des.belief","22_des.conf_1","23_des.0","23_des.belief","23_des.conf_1","24_des.0","24_des.belief","24_des.conf_1","25_des.0","25_des.belief","25_des.conf_1","26_des.0","26_des.belief","26_des.conf_1","27_des.0","27_des.belief","27_des.conf_1","28_des.0","28_des.belief","28_des.conf_1","1_bf.0","1_bf.belief","1_bf.conf_1","2_bf.0","2_bf.belief","2_bf.conf_1","3_bf.0","3_bf.belief","3_bf.conf_1","4_bf.0","4_bf.belief","4_bf.conf_1","5_bf.0","5_bf.belief","5_bf.conf_1","6_bf.0","6_bf.belief","6_bf.conf_1","7_bf.0","7_bf.belief","7_bf.conf_1","8_bf.0","8_bf.belief","8_bf.conf_1","9_bf.0","9_bf.belief","9_bf.conf_1","10_bf.0","10_bf.belief","10_bf.conf_1","11_bf.0","11_bf.belief","11_bf.conf_1","12_bf.0","12_bf.belief","12_bf.conf_1","13_bf.0","13_bf.belief","13_bf.conf_1","14_bf.0","14_bf.belief","14_bf.conf_1","15_bf.0","15_bf.belief","15_bf.conf_1","16_bf.0","16_bf.belief","16_bf.conf_1","17_bf.0","17_bf.belief","17_bf.conf_1","18_bf.0","18_bf.belief","18_bf.conf_1","19_bf.0","19_bf.belief","19_bf.conf_1","20_bf.0","20_bf.belief","20_bf.conf_1","21_bf.0","21_bf.belief","21_bf.conf_1","22_bf.0","22_bf.belief","22_bf.conf_1","23_bf.0","23_bf.belief","23_bf.conf_1","24_bf.0","24_bf.belief","24_bf.conf_1","25_bf.0","25_bf.belief","25_bf.conf_1","26_bf.0","26_bf.belief","26_bf.conf_1","27_bf.0","27_bf.belief","27_bf.conf_1","28_bf.0","28_bf.belief","28_bf.conf_1","psych","knowledge","information","email","Q21","preorder","sequence","TotalScore","MTurkCode","Conditie"
2019-04-02 18:21:58,2019-04-02 18:35:27,0,NA,100,808,1,2019-04-02 18:35:27,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,NA,1,25,NA,1,100,NA,1,65,NA,2,80,NA,1,96,NA,1,95,NA,1,90,NA,2,65,NA,1,95,NA,1,70,NA,1,47,NA,1,55,NA,2,75,NA,1,25,NA,2,40,NA,2,50,NA,2,80,NA,1,55,NA,1,66,NA,2,65,NA,1,45,NA,2,30,NA,2,30,NA,1,35,NA,1,100,NA,2,75,NA,2,75,2,5,3,NA,"A27SMEOPKV84VI","|8|24|13|9|10|19|25|21|6|5|26|28|2|17|22|1|27|20|15|12|23|3|7|14|11|4|16|18","|Bauer2012|Pyc2010|Risen2008|Critcher2008|Karpicke2011|Zhong2006|Sparrow2011|Lee2010|Gneezy2014|Gervais2012|Wilson2014|Fakers2019|Balafoutas2012|Kidd2013|Morewedge2010|Aviezer2012|Alter2007|Kovac2012|Zaval2014|Giessner2007|Nishi2015|Derex2013|Hauser2014|Shafir1993|Anderson2012|Duncan2012|Tversky1978|Shah2012",21,550418224,2
2019-04-02 18:26:21,2019-04-02 18:35:30,0,NA,100,549,1,2019-04-02 18:35:30,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,85,NA,1,62,NA,1,100,NA,1,75,NA,2,73,NA,1,70,NA,1,95,NA,1,95,NA,1,78,NA,1,54,NA,1,70,NA,1,55,NA,2,30,NA,2,60,NA,2,40,NA,1,85,NA,2,65,NA,2,36,NA,2,37,NA,1,55,NA,2,25,NA,1,55,NA,1,65,NA,1,50,NA,1,60,NA,1,95,NA,2,60,NA,2,75,2,5,3,NA,"A26NGLGGFTATVN","|23|19|5|12|13|4|27|20|26|17|7|24|3|6|22|16|8|1|15|21|11|14|25|28|10|2|9|18","|Nishi2015|Zhong2006|Gervais2012|Giessner2007|Risen2008|Duncan2012|Alter2007|Kovac2012|Wilson2014|Kidd2013|Hauser2014|Pyc2010|Derex2013|Gneezy2014|Morewedge2010|Tversky1978|Bauer2012|Aviezer2012|Zaval2014|Lee2010|Anderson2012|Shafir1993|Sparrow2011|Fakers2019|Karpicke2011|Balafoutas2012|Critcher2008|Shah2012",22,742983099,2
2019-04-02 18:21:18,2019-04-02 18:38:55,0,NA,100,1056,1,2019-04-02 18:38:56,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,73,NA,2,67,NA,1,51,NA,1,50,NA,2,96,NA,2,52,NA,1,49,NA,1,87,NA,1,57,NA,1,50,NA,2,73,NA,1,87,NA,1,82,NA,1,61,NA,2,80,NA,2,89,NA,2,92,NA,1,87,NA,2,89,NA,1,62,NA,2,93,NA,2,73,NA,1,85,NA,1,93,NA,1,88,NA,1,80,NA,2,60,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,NA,"A2FL477TMKC91L","|13|27|15|3|16|1|5|21|11|23|7|14|24|6|8|12|19|9|20|10|25|26|4|22|2|18|17|28","|Risen2008|Alter2007|Zaval2014|Derex2013|Tversky1978|Aviezer2012|Gervais2012|Lee2010|Anderson2012|Nishi2015|Hauser2014|Shafir1993|Pyc2010|Gneezy2014|Bauer2012|Giessner2007|Zhong2006|Critcher2008|Kovac2012|Karpicke2011|Sparrow2011|Wilson2014|Duncan2012|Morewedge2010|Balafoutas2012|Shah2012|Kidd2013|Fakers2019",20,3735366,1
2019-04-02 18:21:34,2019-04-02 18:38:59,0,NA,100,1044,1,2019-04-02 18:38:59,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,100,NA,1,94,NA,1,65,NA,1,90,NA,2,51,NA,1,97,1,1,0,NA,2,36,NA,1,92,1,2,0,NA,1,61,1,2,0,NA,2,94,NA,2,50,NA,1,87,NA,2,69,NA,1,82,NA,2,32,NA,1,58,NA,1,77,NA,2,43,NA,1,96,NA,1,100,NA,1,64,NA,1,84,NA,1,51,NA,2,91,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A4T4577P6JL6R","|3|2|5|13|17|15|11|9|24|22|8|28|10|4|27|19|25|26|18|7|1|20|21|16|23|12|6|14","|Derex2013|Balafoutas2012|Gervais2012|Risen2008|Kidd2013|Zaval2014|Anderson2012|Critcher2008|Pyc2010|Morewedge2010|Bauer2012|Fakers2019|Karpicke2011|Duncan2012|Alter2007|Zhong2006|Sparrow2011|Wilson2014|Shah2012|Hauser2014|Aviezer2012|Kovac2012|Lee2010|Tversky1978|Nishi2015|Giessner2007|Gneezy2014|Shafir1993",19,146274342,1
2019-04-02 18:23:10,2019-04-02 18:40:18,0,NA,100,1027,1,2019-04-02 18:40:19,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,NA,1,58,NA,1,100,NA,1,68,NA,2,82,NA,1,90,NA,1,100,NA,1,59,NA,2,76,NA,1,96,NA,1,79,NA,2,71,NA,2,77,NA,2,79,NA,2,72,NA,1,71,NA,2,70,NA,2,58,NA,2,56,NA,2,46,NA,2,71,NA,2,72,NA,2,67,NA,1,64,NA,1,61,NA,1,96,NA,2,54,NA,2,75,2,5,3,NA,"A25CFVQND4A0EV","|19|26|12|20|27|9|18|24|6|15|5|3|21|11|7|10|4|23|28|8|1|2|13|16|25|22|17|14","|Zhong2006|Wilson2014|Giessner2007|Kovac2012|Alter2007|Critcher2008|Shah2012|Pyc2010|Gneezy2014|Zaval2014|Gervais2012|Derex2013|Lee2010|Anderson2012|Hauser2014|Karpicke2011|Duncan2012|Nishi2015|Fakers2019|Bauer2012|Aviezer2012|Balafoutas2012|Risen2008|Tversky1978|Sparrow2011|Morewedge2010|Kidd2013|Shafir1993",21,521734901,2
2019-04-02 18:31:13,2019-04-02 18:41:05,0,NA,100,591,1,2019-04-02 18:41:06,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,NA,1,88,NA,1,58,NA,1,56,NA,2,85,NA,1,76,NA,1,93,NA,1,66,NA,2,64,NA,1,81,NA,1,57,NA,2,63,NA,2,55,NA,2,55,NA,2,56,NA,1,69,NA,1,49,NA,2,64,NA,1,56,NA,2,54,NA,1,53,NA,1,59,NA,1,57,NA,1,52,NA,2,63,NA,1,84,NA,2,67,NA,2,75,1,5,3,NA,"A207IHY6GERCFO","|16|15|13|1|18|25|9|20|4|10|17|3|23|5|12|22|21|26|6|7|11|8|14|19|28|2|24|27","|Tversky1978|Zaval2014|Risen2008|Aviezer2012|Shah2012|Sparrow2011|Critcher2008|Kovac2012|Duncan2012|Karpicke2011|Kidd2013|Derex2013|Nishi2015|Gervais2012|Giessner2007|Morewedge2010|Lee2010|Wilson2014|Gneezy2014|Hauser2014|Anderson2012|Bauer2012|Shafir1993|Zhong2006|Fakers2019|Balafoutas2012|Pyc2010|Alter2007",21,84445045,2
2019-04-02 18:28:02,2019-04-02 18:41:33,0,NA,100,811,1,2019-04-02 18:41:34,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,79,NA,1,69,NA,2,93,NA,2,70,NA,2,84,NA,1,98,NA,2,52,NA,1,84,NA,1,88,NA,1,73,NA,2,77,NA,1,85,NA,1,50,NA,2,45,NA,2,77,NA,2,76,NA,1,70,NA,2,63,NA,1,79,NA,2,31,NA,2,85,NA,1,82,NA,1,89,NA,1,84,NA,1,77,NA,1,76,NA,2,88,NA,2,75,2,5,3,NA,"A3FOKP72T5I4FR","|6|27|8|20|13|2|18|26|24|28|14|7|10|4|5|1|15|25|12|21|17|22|11|3|23|16|19|9","|Gneezy2014|Alter2007|Bauer2012|Kovac2012|Risen2008|Balafoutas2012|Shah2012|Wilson2014|Pyc2010|Fakers2019|Shafir1993|Hauser2014|Karpicke2011|Duncan2012|Gervais2012|Aviezer2012|Zaval2014|Sparrow2011|Giessner2007|Lee2010|Kidd2013|Morewedge2010|Anderson2012|Derex2013|Nishi2015|Tversky1978|Zhong2006|Critcher2008",19,802835651,2
2019-04-02 18:22:25,2019-04-02 18:42:32,0,NA,100,1206,1,2019-04-02 18:42:33,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,2,75,NA,2,67,NA,2,80,NA,1,60,NA,2,75,NA,1,75,NA,1,55,NA,2,75,NA,2,75,NA,2,85,NA,1,60,NA,1,70,NA,2,80,NA,2,75,NA,1,55,NA,1,75,NA,1,80,NA,2,80,NA,1,70,NA,2,75,NA,2,60,NA,1,55,NA,2,60,NA,1,75,NA,1,55,NA,1,55,NA,2,75,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,24,NA,"A5TMU62U5FE5K","|11|13|6|8|27|26|22|9|2|18|4|17|24|1|14|10|21|20|5|12|15|16|25|3|19|7|28|23","|Anderson2012|Risen2008|Gneezy2014|Bauer2012|Alter2007|Wilson2014|Morewedge2010|Critcher2008|Balafoutas2012|Shah2012|Duncan2012|Kidd2013|Pyc2010|Aviezer2012|Shafir1993|Karpicke2011|Lee2010|Kovac2012|Gervais2012|Giessner2007|Zaval2014|Tversky1978|Sparrow2011|Derex2013|Zhong2006|Hauser2014|Fakers2019|Nishi2015",13,116139287,1
2019-04-02 18:25:26,2019-04-02 18:42:59,0,NA,100,1053,1,2019-04-02 18:43:00,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,55,NA,1,90,NA,2,40,NA,2,55,NA,1,60,NA,1,95,NA,1,60,NA,1,25,NA,1,85,NA,2,50,NA,1,80,NA,1,60,NA,1,95,NA,2,30,NA,1,75,NA,2,80,NA,1,45,NA,1,45,NA,1,50,NA,1,70,NA,2,80,NA,1,30,NA,1,90,NA,1,90,NA,1,30,NA,1,95,NA,2,90,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,24,NA,"A3FJCLBK3HF4PD","|5|24|18|15|26|14|19|12|16|22|23|4|10|11|8|13|9|1|6|3|20|21|7|28|25|27|17|2","|Gervais2012|Pyc2010|Shah2012|Zaval2014|Wilson2014|Shafir1993|Zhong2006|Giessner2007|Tversky1978|Morewedge2010|Nishi2015|Duncan2012|Karpicke2011|Anderson2012|Bauer2012|Risen2008|Critcher2008|Aviezer2012|Gneezy2014|Derex2013|Kovac2012|Lee2010|Hauser2014|Fakers2019|Sparrow2011|Alter2007|Kidd2013|Balafoutas2012",16,862552152,1
2019-04-02 18:21:58,2019-04-02 18:43:43,0,NA,100,1304,1,2019-04-02 18:43:43,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,90,NA,1,70,NA,1,80,NA,1,80,NA,2,75,NA,1,99,NA,1,51,NA,1,76,NA,2,80,NA,2,70,NA,1,70,NA,2,60,NA,1,70,NA,1,75,NA,1,80,NA,1,55,NA,2,70,NA,1,80,NA,1,80,NA,1,85,NA,2,80,NA,1,85,NA,2,80,NA,1,90,NA,2,60,NA,1,60,NA,1,80,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A2VRDE2FHCBMF8","|8|16|11|28|12|9|1|7|10|19|14|27|2|5|18|6|23|21|24|22|15|13|17|20|26|25|4|3","|Bauer2012|Tversky1978|Anderson2012|Fakers2019|Giessner2007|Critcher2008|Aviezer2012|Hauser2014|Karpicke2011|Zhong2006|Shafir1993|Alter2007|Balafoutas2012|Gervais2012|Shah2012|Gneezy2014|Nishi2015|Lee2010|Pyc2010|Morewedge2010|Zaval2014|Risen2008|Kidd2013|Kovac2012|Wilson2014|Sparrow2011|Duncan2012|Derex2013",19,78672095,1
2019-04-02 18:28:26,2019-04-02 18:44:14,0,NA,100,948,1,2019-04-02 18:44:15,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,NA,1,71,NA,1,100,NA,1,100,NA,2,57,NA,1,74,NA,1,91,NA,1,66,NA,2,95,NA,1,85,NA,1,87,NA,1,92,NA,2,72,NA,2,60,NA,2,71,NA,1,66,NA,1,76,NA,2,70,NA,2,63,NA,2,51,NA,2,35,NA,1,86,NA,1,78,NA,1,63,NA,1,98,NA,1,94,NA,2,87,NA,2,75,1,5,4,NA,"A1SIUJEL2LS8UO","|2|26|18|15|22|20|17|9|12|14|1|25|16|10|7|8|28|5|11|21|24|6|23|3|19|27|13|4","|Balafoutas2012|Wilson2014|Shah2012|Zaval2014|Morewedge2010|Kovac2012|Kidd2013|Critcher2008|Giessner2007|Shafir1993|Aviezer2012|Sparrow2011|Tversky1978|Karpicke2011|Hauser2014|Bauer2012|Fakers2019|Gervais2012|Anderson2012|Lee2010|Pyc2010|Gneezy2014|Nishi2015|Derex2013|Zhong2006|Alter2007|Risen2008|Duncan2012",21,543859899,2
2019-04-02 18:34:04,2019-04-02 18:45:27,0,NA,100,682,1,2019-04-02 18:45:27,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,100,NA,1,45,NA,1,87,NA,1,62,NA,2,75,NA,1,62,NA,1,68,NA,1,69,NA,2,68,NA,1,88,NA,1,77,NA,2,66,NA,2,91,NA,1,69,NA,2,20,NA,2,78,NA,2,68,NA,2,85,NA,1,19,NA,2,73,NA,2,52,NA,1,91,NA,1,33,NA,2,90,NA,1,49,NA,1,87,NA,2,74,NA,2,75,2,5,3,NA,"A25JCKN3DMCYA0","|14|22|1|25|15|7|5|18|16|26|17|6|21|4|8|24|28|2|10|19|3|13|12|20|23|27|9|11","|Shafir1993|Morewedge2010|Aviezer2012|Sparrow2011|Zaval2014|Hauser2014|Gervais2012|Shah2012|Tversky1978|Wilson2014|Kidd2013|Gneezy2014|Lee2010|Duncan2012|Bauer2012|Pyc2010|Fakers2019|Balafoutas2012|Karpicke2011|Zhong2006|Derex2013|Risen2008|Giessner2007|Kovac2012|Nishi2015|Alter2007|Critcher2008|Anderson2012",21,266632798,2
2019-04-02 18:39:02,2019-04-02 18:46:43,0,NA,100,460,1,2019-04-02 18:46:43,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,51,NA,2,100,NA,1,73,NA,2,76,NA,2,100,NA,2,80,NA,2,81,NA,1,100,NA,1,100,NA,1,100,NA,1,87,NA,2,75,NA,2,25,NA,2,100,NA,2,100,NA,2,82,NA,2,50,NA,2,100,NA,1,90,NA,2,100,NA,2,50,NA,2,100,NA,1,65,NA,1,80,NA,1,51,NA,1,75,NA,2,75,NA,2,75,1,5,3,NA,"A2H5UA2MUBT4QX","|6|15|16|25|4|9|18|19|10|28|11|7|8|1|23|2|5|17|26|14|22|20|27|24|21|13|12|3","|Gneezy2014|Zaval2014|Tversky1978|Sparrow2011|Duncan2012|Critcher2008|Shah2012|Zhong2006|Karpicke2011|Fakers2019|Anderson2012|Hauser2014|Bauer2012|Aviezer2012|Nishi2015|Balafoutas2012|Gervais2012|Kidd2013|Wilson2014|Shafir1993|Morewedge2010|Kovac2012|Alter2007|Pyc2010|Lee2010|Risen2008|Giessner2007|Derex2013",17,180760107,2
2019-04-02 18:38:53,2019-04-02 18:47:53,0,NA,100,540,1,2019-04-02 18:47:53,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,99,NA,2,61,NA,1,100,NA,2,53,NA,2,83,NA,1,85,NA,1,100,NA,1,97,NA,2,94,NA,1,98,NA,1,57,NA,2,64,NA,2,88,NA,2,73,NA,2,35,NA,1,64,NA,2,45,NA,2,88,NA,2,95,NA,2,93,NA,2,87,NA,1,39,NA,2,57,NA,1,28,NA,1,63,NA,1,100,NA,2,36,NA,2,75,2,5,3,NA,"AAQREZOK13OV7","|14|25|8|26|21|4|24|20|28|1|9|23|18|19|17|6|2|3|15|7|10|11|12|5|16|13|27|22","|Shafir1993|Sparrow2011|Bauer2012|Wilson2014|Lee2010|Duncan2012|Pyc2010|Kovac2012|Fakers2019|Aviezer2012|Critcher2008|Nishi2015|Shah2012|Zhong2006|Kidd2013|Gneezy2014|Balafoutas2012|Derex2013|Zaval2014|Hauser2014|Karpicke2011|Anderson2012|Giessner2007|Gervais2012|Tversky1978|Risen2008|Alter2007|Morewedge2010",20,79098146,2
2019-04-02 18:30:58,2019-04-02 18:48:52,0,NA,100,1074,1,2019-04-02 18:48:52,NA,NA,NA,NA,NA,NA,NA,"anonymous","EN",1,2,NA,1,76,NA,1,91,NA,2,65,NA,1,70,NA,1,61,NA,1,75,NA,1,69,NA,1,84,NA,1,73,NA,2,74,NA,1,62,NA,1,88,NA,2,82,NA,1,67,NA,2,70,NA,2,63,NA,1,38,NA,2,66,NA,2,41,NA,1,86,NA,2,88,NA,1,92,NA,1,68,NA,1,61,NA,2,61,NA,2,65,NA,2,70,NA,2,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,NA,"A2P065E9CYMYJL","|5|3|12|13|20|2|6|23|17|10|18|14|1|19|4|26|27|9|24|28|7|21|8|25|11|15|22|16","|Gervais2012|Derex2013|Giessner2007|Risen2008|Kovac2012|Balafoutas2012|Gneezy2014|Nishi2015|Kidd2013|Karpicke2011|Shah2012|Shafir1993|Aviezer2012|Zhong2006|Duncan2012|Wilson2014|Alter2007|Critcher2008|Pyc2010|Fakers2019|Hauser2014|Lee2010|Bauer2012|Sparrow2011|Anderson2012|Zaval2014|Morewedge2010|Tversky1978",18,302518169,1
