"id","study","condition","confidence.rating","replication.belief","replication.outcomes","replication.effectsizes","brier.score"
17,18,"DescriptionOnly",0.94999999,1,0,0.025786534,0.210852379285714
17,19,"DescriptionOnly",0.5,0,0,-0.01500574,0.210852379285714
17,20,"DescriptionOnly",0.60000002,1,0,0.049590591,0.210852379285714
17,21,"DescriptionOnly",0.5,0,1,0.5935989,0.210852379285714
18,1,"DescriptionPlusStatistics",0.15000001,0,0,0.062703826,0.170119047809524
18,2,"DescriptionPlusStatistics",0.80000001,1,1,0.82887018,0.170119047809524
18,3,"DescriptionPlusStatistics",0.30000001,0,1,0.14641742,0.170119047809524
18,4,"DescriptionPlusStatistics",0.60000002,1,1,0.36050302,0.170119047809524
18,5,"DescriptionPlusStatistics",0.55000001,1,1,0.43645984,0.170119047809524
18,6,"DescriptionPlusStatistics",0.2,0,0,-0.035470117,0.170119047809524
18,7,"DescriptionPlusStatistics",0.64999998,1,1,0.18233825,0.170119047809524
18,8,"DescriptionPlusStatistics",0.75,1,1,0.83205014,0.170119047809524
18,9,"DescriptionPlusStatistics",0.69999999,1,1,0.34381703,0.170119047809524
18,10,"DescriptionPlusStatistics",0.55000001,1,1,0.38413259,0.170119047809524
18,11,"DescriptionPlusStatistics",0.30000001,0,0,-0.027254447,0.170119047809524
18,12,"DescriptionPlusStatistics",0.55000001,1,1,0.58620399,0.170119047809524
18,13,"DescriptionPlusStatistics",0.34999999,0,0,-0.046322692,0.170119047809524
18,14,"DescriptionPlusStatistics",0.34999999,0,1,0.3546918,0.170119047809524
18,15,"DescriptionPlusStatistics",0.40000001,0,1,0.11604169,0.170119047809524
18,16,"DescriptionPlusStatistics",0.5,0,1,0.14973016,0.170119047809524
18,17,"DescriptionPlusStatistics",0.60000002,1,0,-0.09818399,0.170119047809524
18,18,"DescriptionPlusStatistics",0.30000001,0,0,0.025786534,0.170119047809524
18,19,"DescriptionPlusStatistics",0.30000001,0,0,-0.01500574,0.170119047809524
18,20,"DescriptionPlusStatistics",0.25,0,0,0.049590591,0.170119047809524
18,21,"DescriptionPlusStatistics",0.69999999,1,1,0.5935989,0.170119047809524
19,1,"DescriptionOnly",0,0,0,0.062703826,0.169880952004762
19,2,"DescriptionOnly",0.2,0,1,0.82887018,0.169880952004762
19,3,"DescriptionOnly",0.64999998,1,1,0.14641742,0.169880952004762
19,4,"DescriptionOnly",0.5,0,1,0.36050302,0.169880952004762
19,5,"DescriptionOnly",0.80000001,1,1,0.43645984,0.169880952004762
19,6,"DescriptionOnly",0,0,0,-0.035470117,0.169880952004762
19,7,"DescriptionOnly",0.80000001,1,1,0.18233825,0.169880952004762
19,8,"DescriptionOnly",0.5,0,1,0.83205014,0.169880952004762
19,9,"DescriptionOnly",0.80000001,1,1,0.34381703,0.169880952004762
19,10,"DescriptionOnly",0.80000001,1,1,0.38413259,0.169880952004762
19,11,"DescriptionOnly",0,0,0,-0.027254447,0.169880952004762
19,12,"DescriptionOnly",0.69999999,1,1,0.58620399,0.169880952004762
19,13,"DescriptionOnly",0,0,0,-0.046322692,0.169880952004762
19,14,"DescriptionOnly",0.1,0,1,0.3546918,0.169880952004762
19,15,"DescriptionOnly",0.89999998,1,1,0.11604169,0.169880952004762
19,16,"DescriptionOnly",0.60000002,1,1,0.14973016,0.169880952004762
19,17,"DescriptionOnly",0,0,0,-0.09818399,0.169880952004762
19,18,"DescriptionOnly",0.1,0,0,0.025786534,0.169880952004762
19,19,"DescriptionOnly",0.25,0,0,-0.01500574,0.169880952004762
19,20,"DescriptionOnly",0.050000001,0,0,0.049590591,0.169880952004762
19,21,"DescriptionOnly",0,0,1,0.5935989,0.169880952004762
20,1,"DescriptionPlusStatistics",0.1,0,0,0.062703826,0.2306000009
20,2,"DescriptionPlusStatistics",0.60000002,1,1,0.82887018,0.2306000009
20,3,"DescriptionPlusStatistics",0.5,0,1,0.14641742,0.2306000009
20,4,"DescriptionPlusStatistics",0.75,1,1,0.36050302,0.2306000009
20,5,"DescriptionPlusStatistics",0.15000001,0,1,0.43645984,0.2306000009
20,6,"DescriptionPlusStatistics",0.25,0,0,-0.035470117,0.2306000009
20,7,"DescriptionPlusStatistics",0.5,0,1,0.18233825,0.2306000009
20,8,"DescriptionPlusStatistics",0.99000001,1,1,0.83205014,0.2306000009
20,9,"DescriptionPlusStatistics",0.85000002,1,1,0.34381703,0.2306000009
20,10,"DescriptionPlusStatistics",0.75,1,1,0.38413259,0.2306000009
20,11,"DescriptionPlusStatistics",0.1,0,0,-0.027254447,0.2306000009
20,12,"DescriptionPlusStatistics",0.2,0,1,0.58620399,0.2306000009
20,13,"DescriptionPlusStatistics",0.050000001,0,0,-0.046322692,0.2306000009
20,14,"DescriptionPlusStatistics",0.1,0,1,0.3546918,0.2306000009
20,15,"DescriptionPlusStatistics",0.5,0,1,0.11604169,0.2306000009
20,16,"DescriptionPlusStatistics",0.64999998,1,1,0.14973016,0.2306000009
20,17,"DescriptionPlusStatistics",0.1,0,0,-0.09818399,0.2306000009
20,18,"DescriptionPlusStatistics",0.85000002,1,0,0.025786534,0.2306000009
20,19,"DescriptionPlusStatistics",0.1,0,0,-0.01500574,0.2306000009
20,20,"DescriptionPlusStatistics",0.80000001,1,0,0.049590591,0.2306000009
20,21,"DescriptionPlusStatistics",0.85000002,1,1,0.5935989,0.2306000009
21,1,"DescriptionOnly",0.0099999998,0,0,0.062703826,0.231223809247238
21,2,"DescriptionOnly",0.40000001,0,1,0.82887018,0.231223809247238
21,3,"DescriptionOnly",0.64999998,1,1,0.14641742,0.231223809247238
21,4,"DescriptionOnly",0.60000002,1,1,0.36050302,0.231223809247238
21,5,"DescriptionOnly",0.5,0,1,0.43645984,0.231223809247238
21,6,"DescriptionOnly",0.2,0,0,-0.035470117,0.231223809247238
21,7,"DescriptionOnly",0.38999999,0,1,0.18233825,0.231223809247238
21,8,"DescriptionOnly",0.5,0,1,0.83205014,0.231223809247238
21,9,"DescriptionOnly",0.44999999,0,1,0.34381703,0.231223809247238
21,10,"DescriptionOnly",0.60000002,1,1,0.38413259,0.231223809247238
21,11,"DescriptionOnly",0.15000001,0,0,-0.027254447,0.231223809247238
21,12,"DescriptionOnly",0.22,0,1,0.58620399,0.231223809247238
21,13,"DescriptionOnly",0.0099999998,0,0,-0.046322692,0.231223809247238
21,14,"DescriptionOnly",0.1,0,1,0.3546918,0.231223809247238
21,15,"DescriptionOnly",0.55000001,1,1,0.11604169,0.231223809247238
21,16,"DescriptionOnly",0.60000002,1,1,0.14973016,0.231223809247238
21,17,"DescriptionOnly",0.44999999,0,0,-0.09818399,0.231223809247238
21,18,"DescriptionOnly",0.60000002,1,0,0.025786534,0.231223809247238
21,19,"DescriptionOnly",0.40000001,0,0,-0.01500574,0.231223809247238
21,20,"DescriptionOnly",0.5,0,0,0.049590591,0.231223809247238
21,21,"DescriptionOnly",0.75,1,1,0.5935989,0.231223809247238
22,1,"DescriptionPlusStatistics",0.1,0,0,0.062703826,0.156190476857143
22,2,"DescriptionPlusStatistics",0.85000002,1,1,0.82887018,0.156190476857143
22,3,"DescriptionPlusStatistics",0.64999998,1,1,0.14641742,0.156190476857143
22,4,"DescriptionPlusStatistics",0.94999999,1,1,0.36050302,0.156190476857143
22,5,"DescriptionPlusStatistics",0.80000001,1,1,0.43645984,0.156190476857143
22,6,"DescriptionPlusStatistics",0.40000001,0,0,-0.035470117,0.156190476857143
22,7,"DescriptionPlusStatistics",0.85000002,1,1,0.18233825,0.156190476857143
22,8,"DescriptionPlusStatistics",0.89999998,1,1,0.83205014,0.156190476857143
22,9,"DescriptionPlusStatistics",0.94999999,1,1,0.34381703,0.156190476857143
22,10,"DescriptionPlusStatistics",0.80000001,1,1,0.38413259,0.156190476857143
22,11,"DescriptionPlusStatistics",0.40000001,0,0,-0.027254447,0.156190476857143
22,12,"DescriptionPlusStatistics",0.30000001,0,1,0.58620399,0.156190476857143
22,13,"DescriptionPlusStatistics",0.2,0,0,-0.046322692,0.156190476857143
22,14,"DescriptionPlusStatistics",0.25,0,1,0.3546918,0.156190476857143
22,15,"DescriptionPlusStatistics",0.69999999,1,1,0.11604169,0.156190476857143
22,16,"DescriptionPlusStatistics",0.5,0,1,0.14973016,0.156190476857143
22,17,"DescriptionPlusStatistics",0.5,0,0,-0.09818399,0.156190476857143
22,18,"DescriptionPlusStatistics",0.64999998,1,0,0.025786534,0.156190476857143
22,19,"DescriptionPlusStatistics",0.40000001,0,0,-0.01500574,0.156190476857143
22,20,"DescriptionPlusStatistics",0.60000002,1,0,0.049590591,0.156190476857143
22,21,"DescriptionPlusStatistics",0.75,1,1,0.5935989,0.156190476857143
23,1,"DescriptionOnly",0.40000001,0,0,0.062703826,0.173995241657143
23,2,"DescriptionOnly",0.85000002,1,1,0.82887018,0.173995241657143
23,3,"DescriptionOnly",0.92000002,1,1,0.14641742,0.173995241657143
23,4,"DescriptionOnly",0.85000002,1,1,0.36050302,0.173995241657143
23,5,"DescriptionOnly",0.85000002,1,1,0.43645984,0.173995241657143
23,6,"DescriptionOnly",0.55000001,1,0,-0.035470117,0.173995241657143
23,7,"DescriptionOnly",0.80000001,1,1,0.18233825,0.173995241657143
23,8,"DescriptionOnly",0.94999999,1,1,0.83205014,0.173995241657143
23,9,"DescriptionOnly",0.89999998,1,1,0.34381703,0.173995241657143
23,10,"DescriptionOnly",0.80000001,1,1,0.38413259,0.173995241657143
23,11,"DescriptionOnly",0.60000002,1,0,-0.027254447,0.173995241657143
23,12,"DescriptionOnly",0.69999999,1,1,0.58620399,0.173995241657143
23,13,"DescriptionOnly",0.60000002,1,0,-0.046322692,0.173995241657143
23,14,"DescriptionOnly",0.80000001,1,1,0.3546918,0.173995241657143
23,15,"DescriptionOnly",0.64999998,1,1,0.11604169,0.173995241657143
23,16,"DescriptionOnly",0.69999999,1,1,0.14973016,0.173995241657143
23,17,"DescriptionOnly",0.80000001,1,0,-0.09818399,0.173995241657143
23,18,"DescriptionOnly",0.5,0,0,0.025786534,0.173995241657143
23,19,"DescriptionOnly",0.64999998,1,0,-0.01500574,0.173995241657143
23,20,"DescriptionOnly",0.80000001,1,0,0.049590591,0.173995241657143
23,21,"DescriptionOnly",0.89999998,1,1,0.5935989,0.173995241657143
24,1,"DescriptionPlusStatistics",0.2,0,0,0.062703826,0.217023813619048
24,2,"DescriptionPlusStatistics",0.30000001,0,1,0.82887018,0.217023813619048
24,3,"DescriptionPlusStatistics",1,1,1,0.14641742,0.217023813619048
24,4,"DescriptionPlusStatistics",0.69999999,1,1,0.36050302,0.217023813619048
24,5,"DescriptionPlusStatistics",0.64999998,1,1,0.43645984,0.217023813619048
24,6,"DescriptionPlusStatistics",0.5,0,0,-0.035470117,0.217023813619048
24,7,"DescriptionPlusStatistics",0.89999998,1,1,0.18233825,0.217023813619048
24,8,"DescriptionPlusStatistics",0.89999998,1,1,0.83205014,0.217023813619048
24,9,"DescriptionPlusStatistics",0.94999999,1,1,0.34381703,0.217023813619048
24,10,"DescriptionPlusStatistics",0.80000001,1,1,0.38413259,0.217023813619048
24,11,"DescriptionPlusStatistics",0.55000001,1,0,-0.027254447,0.217023813619048
24,12,"DescriptionPlusStatistics",0.5,0,1,0.58620399,0.217023813619048
24,13,"DescriptionPlusStatistics",0.60000002,1,0,-0.046322692,0.217023813619048
24,14,"DescriptionPlusStatistics",0.69999999,1,1,0.3546918,0.217023813619048
24,15,"DescriptionPlusStatistics",0.5,0,1,0.11604169,0.217023813619048
24,16,"DescriptionPlusStatistics",0.40000001,0,1,0.14973016,0.217023813619048
24,17,"DescriptionPlusStatistics",0.80000001,1,0,-0.09818399,0.217023813619048
24,18,"DescriptionPlusStatistics",0.60000002,1,0,0.025786534,0.217023813619048
24,19,"DescriptionPlusStatistics",0.69999999,1,0,-0.01500574,0.217023813619048
24,20,"DescriptionPlusStatistics",0.60000002,1,0,0.049590591,0.217023813619048
24,21,"DescriptionPlusStatistics",0.80000001,1,1,0.5935989,0.217023813619048
25,1,"DescriptionOnly",0.2,0,0,0.062703826,0.210714286957143
25,2,"DescriptionOnly",0.69999999,1,1,0.82887018,0.210714286957143
25,3,"DescriptionOnly",0.69999999,1,1,0.14641742,0.210714286957143
25,4,"DescriptionOnly",0.25,0,1,0.36050302,0.210714286957143
25,5,"DescriptionOnly",0.80000001,1,1,0.43645984,0.210714286957143
25,6,"DescriptionOnly",0.2,0,0,-0.035470117,0.210714286957143
25,7,"DescriptionOnly",0.80000001,1,1,0.18233825,0.210714286957143
25,8,"DescriptionOnly",0.75,1,1,0.83205014,0.210714286957143
25,9,"DescriptionOnly",0.75,1,1,0.34381703,0.210714286957143
25,10,"DescriptionOnly",0.30000001,0,1,0.38413259,0.210714286957143
25,11,"DescriptionOnly",0.40000001,0,0,-0.027254447,0.210714286957143
25,12,"DescriptionOnly",0.5,0,1,0.58620399,0.210714286957143
25,13,"DescriptionOnly",0.75,1,0,-0.046322692,0.210714286957143
25,14,"DescriptionOnly",0.30000001,0,1,0.3546918,0.210714286957143
25,15,"DescriptionOnly",0.75,1,1,0.11604169,0.210714286957143
25,16,"DescriptionOnly",0.5,0,1,0.14973016,0.210714286957143
25,17,"DescriptionOnly",0.050000001,0,0,-0.09818399,0.210714286957143
25,18,"DescriptionOnly",0.60000002,1,0,0.025786534,0.210714286957143
25,19,"DescriptionOnly",0.80000001,1,0,-0.01500574,0.210714286957143
25,20,"DescriptionOnly",0.30000001,0,0,0.049590591,0.210714286957143
25,21,"DescriptionOnly",0.80000001,1,1,0.5935989,0.210714286957143
26,1,"DescriptionPlusStatistics",0.75,1,0,0.062703826,0.239166665904762
26,2,"DescriptionPlusStatistics",0.5,0,1,0.82887018,0.239166665904762
26,3,"DescriptionPlusStatistics",0.5,0,1,0.14641742,0.239166665904762
26,4,"DescriptionPlusStatistics",0.5,0,1,0.36050302,0.239166665904762
26,5,"DescriptionPlusStatistics",0.5,0,1,0.43645984,0.239166665904762
26,6,"DescriptionPlusStatistics",0.5,0,0,-0.035470117,0.239166665904762
26,7,"DescriptionPlusStatistics",0.5,0,1,0.18233825,0.239166665904762
26,8,"DescriptionPlusStatistics",0.5,0,1,0.83205014,0.239166665904762
26,9,"DescriptionPlusStatistics",0.5,0,1,0.34381703,0.239166665904762
26,10,"DescriptionPlusStatistics",0.80000001,1,1,0.38413259,0.239166665904762
26,11,"DescriptionPlusStatistics",0.5,0,0,-0.027254447,0.239166665904762
26,12,"DescriptionPlusStatistics",0.60000002,1,1,0.58620399,0.239166665904762
26,13,"DescriptionPlusStatistics",0.5,0,0,-0.046322692,0.239166665904762
26,14,"DescriptionPlusStatistics",0.5,0,1,0.3546918,0.239166665904762
26,15,"DescriptionPlusStatistics",0.5,0,1,0.11604169,0.239166665904762
26,16,"DescriptionPlusStatistics",0.5,0,1,0.14973016,0.239166665904762
26,17,"DescriptionPlusStatistics",0.5,0,0,-0.09818399,0.239166665904762
26,18,"DescriptionPlusStatistics",0.5,0,0,0.025786534,0.239166665904762
26,19,"DescriptionPlusStatistics",0.5,0,0,-0.01500574,0.239166665904762
26,20,"DescriptionPlusStatistics",0.5,0,0,0.049590591,0.239166665904762
26,21,"DescriptionPlusStatistics",0.89999998,1,1,0.5935989,0.239166665904762
27,1,"DescriptionOnly",0.2,0,0,0.062703826,0.330952377238095
27,2,"DescriptionOnly",0.2,0,1,0.82887018,0.330952377238095
27,3,"DescriptionOnly",0.89999998,1,1,0.14641742,0.330952377238095
27,4,"DescriptionOnly",0.89999998,1,1,0.36050302,0.330952377238095
27,5,"DescriptionOnly",0.2,0,1,0.43645984,0.330952377238095
27,6,"DescriptionOnly",0.2,0,0,-0.035470117,0.330952377238095
27,7,"DescriptionOnly",0.30000001,0,1,0.18233825,0.330952377238095
27,8,"DescriptionOnly",0.89999998,1,1,0.83205014,0.330952377238095
27,9,"DescriptionOnly",0.89999998,1,1,0.34381703,0.330952377238095
27,10,"DescriptionOnly",0.2,0,1,0.38413259,0.330952377238095
27,11,"DescriptionOnly",0.2,0,0,-0.027254447,0.330952377238095
27,12,"DescriptionOnly",0,0,1,0.58620399,0.330952377238095
27,13,"DescriptionOnly",0,0,0,-0.046322692,0.330952377238095
27,14,"DescriptionOnly",0.40000001,0,1,0.3546918,0.330952377238095
27,15,"DescriptionOnly",0.89999998,1,1,0.11604169,0.330952377238095
27,16,"DescriptionOnly",0.2,0,1,0.14973016,0.330952377238095
27,17,"DescriptionOnly",0.5,0,0,-0.09818399,0.330952377238095
27,18,"DescriptionOnly",0.89999998,1,0,0.025786534,0.330952377238095
27,19,"DescriptionOnly",0.89999998,1,0,-0.01500574,0.330952377238095
27,20,"DescriptionOnly",0.5,0,0,0.049590591,0.330952377238095
27,21,"DescriptionOnly",0.5,0,1,0.5935989,0.330952377238095
28,1,"DescriptionPlusStatistics",0.1,0,0,0.062703826,0.240238094809524
28,2,"DescriptionPlusStatistics",0.5,0,1,0.82887018,0.240238094809524
28,3,"DescriptionPlusStatistics",0.2,0,1,0.14641742,0.240238094809524
28,4,"DescriptionPlusStatistics",0.5,0,1,0.36050302,0.240238094809524
28,5,"DescriptionPlusStatistics",0.40000001,0,1,0.43645984,0.240238094809524
28,6,"DescriptionPlusStatistics",0.1,0,0,-0.035470117,0.240238094809524
28,7,"DescriptionPlusStatistics",0.40000001,0,1,0.18233825,0.240238094809524
28,8,"DescriptionPlusStatistics",0.85000002,1,1,0.83205014,0.240238094809524
28,9,"DescriptionPlusStatistics",0.69999999,1,1,0.34381703,0.240238094809524
28,10,"DescriptionPlusStatistics",0.69999999,1,1,0.38413259,0.240238094809524
28,11,"DescriptionPlusStatistics",0.2,0,0,-0.027254447,0.240238094809524
28,12,"DescriptionPlusStatistics",0.2,0,1,0.58620399,0.240238094809524
28,13,"DescriptionPlusStatistics",0.1,0,0,-0.046322692,0.240238094809524
28,14,"DescriptionPlusStatistics",0.2,0,1,0.3546918,0.240238094809524
28,15,"DescriptionPlusStatistics",0.30000001,0,1,0.11604169,0.240238094809524
28,16,"DescriptionPlusStatistics",0.2,0,1,0.14973016,0.240238094809524
28,17,"DescriptionPlusStatistics",0.60000002,1,0,-0.09818399,0.240238094809524
28,18,"DescriptionPlusStatistics",0.2,0,0,0.025786534,0.240238094809524
28,19,"DescriptionPlusStatistics",0.15000001,0,0,-0.01500574,0.240238094809524
28,20,"DescriptionPlusStatistics",0.2,0,0,0.049590591,0.240238094809524
28,21,"DescriptionPlusStatistics",0.80000001,1,1,0.5935989,0.240238094809524
29,1,"DescriptionOnly",0.69999999,1,0,0.062703826,0.2115428596
29,2,"DescriptionOnly",0.80000001,1,1,0.82887018,0.2115428596
29,3,"DescriptionOnly",0.98000002,1,1,0.14641742,0.2115428596
29,4,"DescriptionOnly",0.99000001,1,1,0.36050302,0.2115428596
29,5,"DescriptionOnly",0.82999998,1,1,0.43645984,0.2115428596
29,6,"DescriptionOnly",0.5,0,0,-0.035470117,0.2115428596
29,7,"DescriptionOnly",0.99000001,1,1,0.18233825,0.2115428596
29,8,"DescriptionOnly",0.99000001,1,1,0.83205014,0.2115428596
29,9,"DescriptionOnly",0.98000002,1,1,0.34381703,0.2115428596
29,10,"DescriptionOnly",0.79000002,1,1,0.38413259,0.2115428596
29,11,"DescriptionOnly",0.69999999,1,0,-0.027254447,0.2115428596
29,12,"DescriptionOnly",0.89999998,1,1,0.58620399,0.2115428596
29,13,"DescriptionOnly",0.80000001,1,0,-0.046322692,0.2115428596
29,14,"DescriptionOnly",0.75999999,1,1,0.3546918,0.2115428596
29,15,"DescriptionOnly",0.99000001,1,1,0.11604169,0.2115428596
29,16,"DescriptionOnly",0.80000001,1,1,0.14973016,0.2115428596
29,17,"DescriptionOnly",0.5,0,0,-0.09818399,0.2115428596
29,18,"DescriptionOnly",0.99000001,1,0,0.025786534,0.2115428596
29,19,"DescriptionOnly",0.40000001,0,0,-0.01500574,0.2115428596
29,20,"DescriptionOnly",0.98000002,1,0,0.049590591,0.2115428596
29,21,"DescriptionOnly",0.99000001,1,1,0.5935989,0.2115428596
30,1,"DescriptionPlusStatistics",0.1,0,0,0.062703826,0.151904763285714
30,2,"DescriptionPlusStatistics",0.25,0,1,0.82887018,0.151904763285714
30,3,"DescriptionPlusStatistics",0.5,0,1,0.14641742,0.151904763285714
30,4,"DescriptionPlusStatistics",0.80000001,1,1,0.36050302,0.151904763285714
30,5,"DescriptionPlusStatistics",0.75,1,1,0.43645984,0.151904763285714
30,6,"DescriptionPlusStatistics",0.1,0,0,-0.035470117,0.151904763285714
30,7,"DescriptionPlusStatistics",0.75,1,1,0.18233825,0.151904763285714
30,8,"DescriptionPlusStatistics",0.94999999,1,1,0.83205014,0.151904763285714
30,9,"DescriptionPlusStatistics",0.89999998,1,1,0.34381703,0.151904763285714
30,10,"DescriptionPlusStatistics",0.80000001,1,1,0.38413259,0.151904763285714
30,11,"DescriptionPlusStatistics",0.2,0,0,-0.027254447,0.151904763285714
30,12,"DescriptionPlusStatistics",0.5,0,1,0.58620399,0.151904763285714
30,13,"DescriptionPlusStatistics",0.2,0,0,-0.046322692,0.151904763285714
30,14,"DescriptionPlusStatistics",0.5,0,1,0.3546918,0.151904763285714
30,15,"DescriptionPlusStatistics",0.5,0,1,0.11604169,0.151904763285714
30,16,"DescriptionPlusStatistics",0.5,0,1,0.14973016,0.151904763285714
30,17,"DescriptionPlusStatistics",0.40000001,0,0,-0.09818399,0.151904763285714
30,18,"DescriptionPlusStatistics",0.60000002,1,0,0.025786534,0.151904763285714
30,19,"DescriptionPlusStatistics",0.2,0,0,-0.01500574,0.151904763285714
30,20,"DescriptionPlusStatistics",0.5,0,0,0.049590591,0.151904763285714
30,21,"DescriptionPlusStatistics",0.5,0,1,0.5935989,0.151904763285714
31,1,"DescriptionOnly",0.5,0,0,0.062703826,0.254642861809524
31,2,"DescriptionOnly",0.5,0,1,0.82887018,0.254642861809524
31,3,"DescriptionOnly",0.30000001,0,1,0.14641742,0.254642861809524
31,4,"DescriptionOnly",0.40000001,0,1,0.36050302,0.254642861809524
31,5,"DescriptionOnly",0.80000001,1,1,0.43645984,0.254642861809524
31,6,"DescriptionOnly",0,0,0,-0.035470117,0.254642861809524
31,7,"DescriptionOnly",0.89999998,1,1,0.18233825,0.254642861809524
31,8,"DescriptionOnly",0.75,1,1,0.83205014,0.254642861809524
31,9,"DescriptionOnly",0.69999999,1,1,0.34381703,0.254642861809524
31,10,"DescriptionOnly",0.89999998,1,1,0.38413259,0.254642861809524
31,11,"DescriptionOnly",0.85000002,1,0,-0.027254447,0.254642861809524
31,12,"DescriptionOnly",0.75,1,1,0.58620399,0.254642861809524
31,13,"DescriptionOnly",0.5,0,0,-0.046322692,0.254642861809524
31,14,"DescriptionOnly",0.25,0,1,0.3546918,0.254642861809524
31,15,"DescriptionOnly",0.69999999,1,1,0.11604169,0.254642861809524
31,16,"DescriptionOnly",0.75,1,1,0.14973016,0.254642861809524
31,17,"DescriptionOnly",0.80000001,1,0,-0.09818399,0.254642861809524
31,18,"DescriptionOnly",0.60000002,1,0,0.025786534,0.254642861809524
31,19,"DescriptionOnly",0.85000002,1,0,-0.01500574,0.254642861809524
31,20,"DescriptionOnly",0.5,0,0,0.049590591,0.254642861809524
31,21,"DescriptionOnly",0.75,1,1,0.5935989,0.254642861809524
32,1,"DescriptionPlusStatistics",0.2,0,0,0.062703826,0.208452380285714
32,2,"DescriptionPlusStatistics",0.30000001,0,1,0.82887018,0.208452380285714
32,3,"DescriptionPlusStatistics",0.80000001,1,1,0.14641742,0.208452380285714
32,4,"DescriptionPlusStatistics",0.5,0,1,0.36050302,0.208452380285714
32,5,"DescriptionPlusStatistics",0.2,0,1,0.43645984,0.208452380285714
32,6,"DescriptionPlusStatistics",0.15000001,0,0,-0.035470117,0.208452380285714
32,7,"DescriptionPlusStatistics",0.89999998,1,1,0.18233825,0.208452380285714
32,8,"DescriptionPlusStatistics",0.89999998,1,1,0.83205014,0.208452380285714
32,9,"DescriptionPlusStatistics",0.85000002,1,1,0.34381703,0.208452380285714
32,10,"DescriptionPlusStatistics",0.2,0,1,0.38413259,0.208452380285714
32,11,"DescriptionPlusStatistics",0.2,0,0,-0.027254447,0.208452380285714
32,12,"DescriptionPlusStatistics",0.69999999,1,1,0.58620399,0.208452380285714
32,13,"DescriptionPlusStatistics",0.15000001,0,0,-0.046322692,0.208452380285714
32,14,"DescriptionPlusStatistics",0.2,0,1,0.3546918,0.208452380285714
32,15,"DescriptionPlusStatistics",0.80000001,1,1,0.11604169,0.208452380285714
32,16,"DescriptionPlusStatistics",0.60000002,1,1,0.14973016,0.208452380285714
32,17,"DescriptionPlusStatistics",0.40000001,0,0,-0.09818399,0.208452380285714
32,18,"DescriptionPlusStatistics",0.40000001,0,0,0.025786534,0.208452380285714
32,19,"DescriptionPlusStatistics",0.40000001,0,0,-0.01500574,0.208452380285714
32,20,"DescriptionPlusStatistics",0.69999999,1,0,0.049590591,0.208452380285714
32,21,"DescriptionPlusStatistics",0.5,0,1,0.5935989,0.208452380285714
33,1,"DescriptionOnly",0.050000001,0,0,0.062703826,0.355061904197143
33,2,"DescriptionOnly",0.2,0,1,0.82887018,0.355061904197143
33,3,"DescriptionOnly",0.050000001,0,1,0.14641742,0.355061904197143
33,4,"DescriptionOnly",0.2,0,1,0.36050302,0.355061904197143
33,5,"DescriptionOnly",0.60000002,1,1,0.43645984,0.355061904197143
33,6,"DescriptionOnly",0.80000001,1,0,-0.035470117,0.355061904197143
33,7,"DescriptionOnly",1,1,1,0.18233825,0.355061904197143
33,8,"DescriptionOnly",0.1,0,1,0.83205014,0.355061904197143
33,9,"DescriptionOnly",1,1,1,0.34381703,0.355061904197143
33,10,"DescriptionOnly",1,1,1,0.38413259,0.355061904197143
33,11,"DescriptionOnly",0.80000001,1,0,-0.027254447,0.355061904197143
33,12,"DescriptionOnly",0.80000001,1,1,0.58620399,0.355061904197143
33,13,"DescriptionOnly",0.1,0,0,-0.046322692,0.355061904197143
33,14,"DescriptionOnly",0.029999999,0,1,0.3546918,0.355061904197143
33,15,"DescriptionOnly",0.80000001,1,1,0.11604169,0.355061904197143
33,16,"DescriptionOnly",0.40000001,0,1,0.14973016,0.355061904197143
33,17,"DescriptionOnly",0.02,0,0,-0.09818399,0.355061904197143
33,18,"DescriptionOnly",0.80000001,1,0,0.025786534,0.355061904197143
33,19,"DescriptionOnly",0.69999999,1,0,-0.01500574,0.355061904197143
33,20,"DescriptionOnly",0.69999999,1,0,0.049590591,0.355061904197143
33,21,"DescriptionOnly",0.89999998,1,1,0.5935989,0.355061904197143
34,1,"DescriptionPlusStatistics",0.80000001,1,0,0.062703826,0.2796428561
34,2,"DescriptionPlusStatistics",0.050000001,0,1,0.82887018,0.2796428561
34,3,"DescriptionPlusStatistics",0.60000002,1,1,0.14641742,0.2796428561
34,4,"DescriptionPlusStatistics",0.69999999,1,1,0.36050302,0.2796428561
34,5,"DescriptionPlusStatistics",0.1,0,1,0.43645984,0.2796428561
34,6,"DescriptionPlusStatistics",0,0,0,-0.035470117,0.2796428561
34,7,"DescriptionPlusStatistics",0.80000001,1,1,0.18233825,0.2796428561
34,8,"DescriptionPlusStatistics",0.30000001,0,1,0.83205014,0.2796428561
34,9,"DescriptionPlusStatistics",0.80000001,1,1,0.34381703,0.2796428561
34,10,"DescriptionPlusStatistics",0.1,0,1,0.38413259,0.2796428561
34,11,"DescriptionPlusStatistics",0,0,0,-0.027254447,0.2796428561
34,12,"DescriptionPlusStatistics",0.40000001,0,1,0.58620399,0.2796428561
34,13,"DescriptionPlusStatistics",0,0,0,-0.046322692,0.2796428561
34,14,"DescriptionPlusStatistics",0,0,1,0.3546918,0.2796428561
34,15,"DescriptionPlusStatistics",0.89999998,1,1,0.11604169,0.2796428561
